county,agencies,year,population,crimesperthousand,index_total,violentperthousand,violent_total,murderperthousand,murder,"rapeperperson * 1000",rape,robberyperthousand,robbery,aggravated_assaultperthousand,aggravated_assault,propertyperthousand,property_total,burglaryperthousand,burglary,larcenyperthousand,larceny,vehicletheftperthousand,motor_vehicle_theft
Orange,315,1992,315957,599.2000,248,71.4000,5,0.7000,0,3.9000,2,16.4000,1,50.4000,2,527.8000,243,114.1000,70,388.9000,161,24.8000,12
Orleans,63,1992,43674,540.3000,252,73.4000,32,0.4000,0,4.1000,2,7.4000,6,61.4000,24,467.0000,220,105.9000,31,338.8000,181,22.3000,8
Oswego,99,1992,123857,516.4000,6,16.4000,1,0.1000,0,4.9000,0,2.8000,0,8.6000,1,499.9000,5,114.2000,0,370.0000,5,15.7000,0
Otsego,63,1992,61195,366.8000,42,19.4000,2,0.0000,0,3.8000,0,1.8000,0,13.8000,2,347.4000,40,92.4000,2,248.8000,38,6.2000,0
Putnam,81,1992,86828,346.8000,516,22.2000,14,0.4000,0,0.8000,0,2.9000,3,18.0000,11,324.6000,502,91.8000,112,209.0000,366,23.8000,24
Queens,9,1992,1996512,684.7000,151896,138.9000,30816,1.6000,352,2.4000,530,86.1000,19093,48.9000,10841,545.8000,121080,113.5000,25185,219.8000,48762,212.5000,47133
Rensselaer,108,1992,156266,652.1000,5661,43.2000,375,0.0000,0,5.2000,45,10.4000,90,27.6000,240,608.9000,5286,158.0000,1372,421.1000,3656,29.7000,258
Richmond,9,1992,395643,412.7000,18144,75.5000,3319,0.6000,27,1.2000,53,31.5000,1385,42.2000,1854,337.2000,14825,74.3000,3267,146.3000,6433,116.6000,5125
Rockland,126,1992,269753,514.8000,2426,48.7000,231,0.5000,1,3.1000,12,14.5000,56,30.6000,162,466.1000,2195,90.3000,386,343.9000,1628,31.9000,181
Saratoga,108,1992,187445,496.0000,277,54.4000,7,0.1000,0,3.3000,2,4.6000,1,46.4000,4,441.6000,270,99.1000,77,332.1000,182,10.5000,11
Schenectady,72,1992,151002,827.8000,6944,110.1000,924,0.4000,3,5.5000,46,22.1000,185,82.3000,690,717.6000,6020,179.3000,1504,498.3000,4180,40.1000,336
Schoharie,63,1992,32659,376.4000,160,32.5000,26,1.1000,0,5.5000,1,1.1000,1,24.8000,24,343.9000,134,136.1000,35,197.9000,96,9.9000,3
Schuyler,45,1992,18907,472.2000,496,33.3000,35,3.8000,4,3.8000,4,0.0000,0,25.7000,27,438.9000,461,120.0000,126,307.5000,323,11.4000,12
Seneca,63,1992,33518,377.5000,703,19.3000,36,0.5000,1,0.0000,0,0.5000,1,18.3000,34,358.2000,667,58.0000,108,293.2000,546,7.0000,13
Steuben,135,1992,100232,617.6000,59,43.8000,17,0.4000,0,1.4000,0,2.0000,0,40.0000,17,573.8000,42,128.4000,13,427.2000,29,18.1000,0
Suffolk,261,1992,1336663,862.4000,431,56.8000,19,0.7000,0,1.5000,1,25.4000,14,29.2000,4,805.6000,412,180.5000,84,498.3000,278,126.9000,50
Sullivan,81,1992,71416,723.9000,2872,84.2000,334,1.0000,4,6.0000,24,13.9000,55,63.3000,251,639.7000,2538,238.7000,947,382.6000,1518,18.4000,73
Tioga,45,1992,53111,407.0000,1201,62.0000,183,0.0000,0,6.1000,18,0.3000,1,55.6000,164,345.0000,1018,88.1000,260,244.4000,721,12.5000,37
Tompkins,108,1992,95685,897.3000,81,34.0000,2,0.0000,0,5.6000,0,8.3000,0,20.1000,2,863.3000,79,184.9000,15,662.0000,64,16.4000,0
Ulster,189,1992,170872,548.9000,4,52.8000,0,0.7000,0,4.0000,0,7.8000,0,40.2000,0,496.2000,4,121.6000,0,355.5000,4,19.1000,0
Warren,45,1992,60808,850.2000,14,110.4000,0,0.0000,0,6.5000,0,4.7000,0,99.2000,0,739.7000,14,137.9000,4,585.5000,10,16.3000,0
Washington,99,1992,60482,402.4000,63,56.2000,3,0.0000,0,2.4000,0,0.3000,0,53.6000,3,346.1000,60,87.2000,12,248.8000,45,10.1000,3
Wayne,90,1992,90896,586.2000,70,37.0000,5,0.4000,1,3.8000,0,3.2000,1,29.7000,3,549.1000,65,129.9000,11,402.0000,53,17.2000,1
Westchester,414,1992,885146,697.0000,106,75.7000,17,0.7000,0,2.7000,0,36.2000,5,36.1000,12,621.3000,89,124.4000,20,397.1000,57,99.8000,12
Wyoming,72,1992,43397,489.0000,78,78.4000,9,0.4000,0,4.6000,0,2.9000,0,70.5000,9,410.6000,69,151.4000,14,239.3000,51,19.9000,4
Yates,36,1992,23211,425.0000,548,52.0000,67,0.0000,0,3.9000,5,0.0000,0,48.1000,62,373.0000,481,114.0000,147,244.3000,315,14.7000,19
Albany,171,1993,298592,895.7000,7802,99.9000,1238,0.5000,6,4.8000,59,33.3000,481,61.3000,692,795.8000,6564,194.1000,2063,561.3000,4030,40.4000,471
Allegany,81,1993,50807,448.2000,128,46.4000,23,0.4000,0,3.9000,3,2.1000,1,40.0000,19,401.8000,105,172.5000,20,223.9000,83,5.3000,2
Bronx,9,1993,1238907,667.8000,91927,226.9000,31235,3.7000,512,4.4000,606,119.0000,16386,99.7000,13731,440.9000,60692,136.3000,18763,190.9000,26273,113.7000,15656
Broome,108,1993,212756,645.2000,3133,32.9000,145,0.3000,3,3.5000,18,7.4000,62,21.7000,62,612.3000,2988,104.7000,329,500.9000,2653,6.8000,6
Cattaraugus,108,1993,85523,567.0000,71,61.2000,12,0.2000,0,2.1000,0,3.2000,0,55.8000,12,505.8000,59,140.4000,17,353.2000,42,12.2000,0
Cayuga,72,1993,82959,478.0000,1195,44.5000,59,0.4000,2,3.5000,10,5.0000,17,35.6000,30,433.5000,1136,88.3000,177,340.4000,953,4.8000,6
Chautauqua,108,1993,143131,625.0000,24,49.7000,3,0.4000,0,2.9000,1,4.4000,0,42.0000,2,575.3000,21,118.1000,5,442.3000,16,15.0000,0
Chemung,81,1993,94711,710.2000,1,45.2000,0,0.8000,0,5.9000,0,6.3000,0,32.3000,0,665.0000,1,109.8000,0,541.1000,1,14.1000,0
Chenango,108,1993,52552,402.5000,38,48.0000,2,0.0000,0,0.7000,0,0.0000,0,47.3000,2,354.5000,36,101.4000,10,245.2000,25,7.9000,1
Clinton,81,1993,86420,396.2000,14,37.7000,0,0.6000,0,3.3000,0,0.4000,0,33.3000,0,358.5000,14,71.0000,4,278.5000,10,9.0000,0
Columbia,90,1993,63428,499.2000,132,77.8000,25,0.3000,0,2.6000,0,6.8000,0,68.1000,25,421.4000,107,123.4000,25,282.7000,77,15.3000,5
Cortland,63,1993,49584,759.8000,1047,37.0000,41,0.7000,0,3.6000,8,4.4000,9,28.3000,24,722.8000,1006,135.0000,172,569.6000,804,18.2000,30
Delaware,90,1993,48387,427.8000,17,32.7000,1,1.5000,0,1.5000,0,0.0000,0,29.8000,1,395.1000,16,141.7000,10,242.9000,6,10.4000,0
Dutchess,162,1993,265585,536.0000,396,60.2000,88,0.7000,0,2.5000,5,17.3000,22,39.6000,61,475.8000,308,105.4000,89,347.2000,195,23.2000,24
Erie,261,1993,977751,983.0000,3059,149.1000,187,1.5000,1,6.9000,6,59.5000,56,81.2000,124,833.9000,2872,205.8000,346,486.8000,2210,141.3000,316
Essex,45,1993,38060,365.1000,772,45.4000,96,0.5000,1,4.3000,9,1.9000,4,38.8000,82,319.7000,676,102.6000,217,208.1000,440,9.0000,19
Franklin,45,1993,49350,440.6000,1208,64.6000,177,0.4000,1,1.8000,5,1.5000,4,60.9000,167,376.0000,1031,94.1000,258,275.7000,756,6.2000,17
Fulton,45,1993,55122,717.4000,2197,40.2000,123,0.0000,0,4.6000,14,5.9000,18,29.7000,91,677.3000,2074,193.3000,592,460.4000,1410,23.5000,72
Genesee,54,1993,61164,490.6000,752,27.1000,23,0.9000,2,2.6000,0,6.8000,14,16.8000,7,463.5000,729,108.9000,108,335.5000,611,19.1000,10
Greene,81,1993,46716,540.2000,40,115.2000,5,0.0000,0,2.7000,0,1.9000,0,110.6000,5,425.0000,35,144.1000,9,269.3000,25,11.6000,1
Hamilton,36,1993,5318,433.2000,128,27.1000,8,0.0000,0,6.8000,2,0.0000,0,20.3000,6,406.2000,120,159.1000,47,233.5000,69,13.5000,4
Herkimer,99,1993,66926,395.1000,1469,50.8000,189,0.3000,1,5.6000,21,2.4000,9,42.5000,158,344.3000,1280,98.4000,366,237.8000,884,8.1000,30
Jefferson,135,1993,114874,451.6000,26,29.3000,1,0.6000,0,8.6000,0,4.4000,0,15.7000,1,422.3000,25,99.0000,8,317.0000,17,6.3000,0
Kings,9,1993,2347687,648.8000,169236,210.6000,54931,2.8000,718,4.0000,1046,118.7000,30973,85.1000,22194,438.2000,114305,117.5000,30659,194.1000,50631,126.6000,33015
Lewis,36,1993,27158,210.1000,317,20.5000,31,0.0000,0,2.0000,3,1.3000,2,17.2000,26,189.6000,286,103.4000,156,78.2000,118,8.0000,12
Livingston,99,1993,63773,480.1000,75,38.1000,1,0.3000,0,3.4000,0,2.3000,0,32.2000,1,442.0000,74,63.5000,6,366.1000,68,12.4000,0
Madison,99,1993,70585,387.6000,64,15.0000,0,0.8000,0,3.3000,0,0.8000,0,10.2000,0,372.6000,64,72.7000,8,290.2000,48,9.7000,8
Monroe,144,1993,733968,1040.8000,1074,76.8000,26,1.7000,1,5.0000,1,44.8000,16,25.3000,8,964.0000,1048,208.9000,179,654.3000,814,100.8000,55
Montgomery,63,1993,51807,352.0000,469,14.2000,10,0.0000,0,1.7000,3,2.4000,3,10.1000,4,337.7000,459,82.3000,128,242.9000,314,12.5000,17
Nassau,243,1993,1304543,537.6000,5,49.2000,0,0.5000,0,1.6000,0,24.2000,0,22.9000,0,488.4000,5,82.4000,2,297.0000,2,109.1000,1
"New York",9,1993,1493582,1036.6000,172021,213.7000,35470,2.5000,418,3.7000,619,122.1000,20270,85.3000,14163,822.8000,136551,135.7000,22521,592.6000,98346,94.5000,15684
Niagara,99,1993,222993,799.2000,9901,76.7000,950,0.3000,4,5.7000,70,22.8000,283,47.9000,593,722.5000,8951,165.2000,2046,490.2000,6073,67.2000,832
Oneida,171,1993,252682,587.0000,26,42.8000,4,1.2000,0,4.6000,0,14.0000,0,22.9000,4,544.2000,22,115.8000,3,400.2000,19,28.1000,0
Onondaga,198,1993,474922,768.0000,261,65.0000,5,0.8000,1,5.5000,0,24.3000,2,34.4000,2,702.9000,256,171.2000,53,500.3000,192,31.5000,11
Ontario,63,1993,98327,468.8000,358,29.7000,10,0.2000,0,3.3000,6,3.3000,2,22.9000,2,439.2000,348,89.9000,41,340.3000,304,9.0000,3
Orange,315,1993,318999,569.5000,165,67.4000,0,0.6000,0,4.1000,0,13.8000,0,49.0000,0,502.1000,165,103.3000,48,377.3000,111,21.6000,6
Orleans,54,1993,43850,502.0000,255,40.6000,31,0.4000,0,3.3000,2,2.9000,4,34.1000,25,461.4000,224,119.0000,38,328.8000,180,13.5000,6
Oswego,90,1993,124802,497.9000,8,14.0000,0,0.3000,0,2.7000,0,2.7000,0,8.2000,0,483.9000,8,115.5000,0,352.2000,8,16.2000,0
Otsego,72,1993,61537,396.6000,47,28.1000,1,0.6000,0,2.0000,0,1.5000,0,24.0000,1,368.6000,46,96.8000,5,266.8000,41,5.0000,0
Putnam,81,1993,87948,315.8000,551,16.2000,17,0.4000,0,0.6000,0,3.7000,4,11.5000,13,299.6000,534,86.8000,110,197.9000,402,14.9000,22
Queens,9,1993,2023400,662.8000,149016,127.1000,28565,1.2000,273,2.2000,489,75.5000,16971,48.2000,10832,535.8000,120451,106.1000,23843,237.8000,53464,191.9000,43144
Rensselaer,108,1993,156232,654.2000,5678,54.3000,471,1.0000,9,4.8000,42,12.6000,109,35.8000,311,599.9000,5207,166.8000,1448,406.9000,3532,26.2000,227
Richmond,9,1993,402590,406.9000,18203,74.8000,3347,0.6000,25,1.3000,58,31.4000,1403,41.6000,1861,332.1000,14856,76.5000,3422,144.6000,6469,111.0000,4965
Rockland,126,1993,272523,505.1000,2167,40.8000,158,0.5000,0,2.3000,8,12.9000,28,25.1000,122,464.3000,2009,78.6000,273,360.4000,1553,25.3000,183
Saratoga,108,1993,189404,406.5000,247,49.1000,11,0.4000,0,4.9000,4,2.9000,1,40.9000,6,357.3000,236,78.9000,61,268.6000,164,9.9000,11
Schenectady,72,1993,150979,763.7000,6406,88.7000,744,0.7000,6,5.1000,43,21.5000,180,61.4000,515,675.0000,5662,171.7000,1440,463.9000,3891,39.5000,331
Schoharie,63,1993,32605,324.1000,123,27.1000,24,0.0000,0,3.3000,3,3.3000,4,20.4000,17,297.0000,99,104.9000,20,183.8000,77,8.3000,2
Schuyler,45,1993,18965,406.2000,428,36.1000,38,0.0000,0,0.9000,1,4.7000,5,30.4000,32,370.2000,390,88.3000,93,259.1000,273,22.8000,24
Seneca,54,1993,32871,359.2000,656,24.1000,44,0.5000,1,2.7000,5,2.7000,5,18.1000,33,335.1000,612,51.5000,94,274.3000,501,9.3000,17
Steuben,126,1993,100550,537.8000,73,36.7000,16,0.4000,0,3.0000,1,2.5000,0,30.8000,15,501.1000,57,116.5000,9,371.3000,47,13.2000,1
Suffolk,261,1993,1346667,791.8000,410,50.8000,39,0.7000,1,1.2000,1,24.4000,26,24.5000,11,741.1000,371,162.0000,65,469.1000,258,110.0000,48
Sullivan,72,1993,72145,776.2000,3111,94.6000,379,1.0000,4,4.0000,16,14.7000,59,74.8000,300,681.6000,2732,269.7000,1081,385.7000,1546,26.2000,105
Tioga,45,1993,53237,377.3000,1116,60.9000,180,0.0000,0,5.7000,17,1.0000,3,54.1000,160,316.5000,936,84.9000,251,219.4000,649,12.2000,36
Tompkins,108,1993,96122,911.8000,62,40.6000,2,0.4000,0,5.4000,0,12.2000,1,22.7000,1,871.1000,60,171.0000,5,684.3000,55,15.9000,0
Ulster,171,1993,172594,526.5000,5048,58.0000,556,0.2000,2,4.4000,42,9.1000,87,44.3000,425,468.5000,4492,106.8000,1024,339.9000,3259,21.8000,209
Warren,45,1993,61670,802.4000,8,88.1000,0,0.0000,0,6.7000,0,5.3000,0,76.2000,0,714.2000,8,131.1000,1,568.6000,7,14.6000,0
Washington,99,1993,60902,386.6000,44,63.5000,1,0.6000,0,4.4000,0,1.5000,0,57.0000,1,323.0000,43,81.6000,9,229.4000,32,12.1000,2
Wayne,81,1993,91779,556.8000,57,34.9000,2,0.4000,0,3.7000,0,3.7000,0,27.1000,2,521.9000,55,111.0000,3,395.6000,50,15.3000,2
Westchester,405,1993,890061,661.8000,107,77.7000,15,0.7000,0,2.5000,0,37.8000,6,36.7000,9,584.2000,92,110.2000,33,376.7000,52,97.3000,7
Wyoming,72,1993,43474,476.6000,93,79.5000,15,1.7000,0,1.7000,0,0.8000,0,75.4000,15,397.1000,78,129.2000,21,248.8000,53,19.0000,4
Yates,36,1993,23531,423.0000,553,45.1000,59,0.0000,0,3.8000,5,1.5000,2,39.8000,52,377.9000,494,97.9000,128,265.4000,347,14.5000,19
Albany,171,1994,300262,984.9000,8648,105.5000,1380,0.8000,13,6.1000,79,38.5000,542,60.2000,746,879.4000,7268,203.3000,2227,628.0000,4502,48.2000,539
Allegany,99,1994,51012,435.8000,239,45.5000,23,0.0000,0,2.8000,3,0.4000,0,42.3000,20,390.3000,216,127.7000,38,252.6000,172,9.9000,6
Bronx,9,1994,1250789,606.8000,84330,200.5000,27863,2.8000,393,3.9000,546,100.7000,13998,93.0000,12926,406.3000,56467,118.3000,16440,182.9000,25420,105.1000,14607
Broome,117,1994,210823,658.2000,3103,37.3000,162,0.7000,5,3.9000,14,8.5000,72,24.2000,71,620.9000,2941,102.5000,336,507.5000,2592,10.9000,13
Cattaraugus,90,1994,85097,554.4000,70,59.0000,24,0.6000,0,4.4000,0,5.9000,0,48.0000,24,495.4000,46,144.0000,9,340.3000,36,11.0000,1
Cayuga,81,1994,82933,455.4000,1102,40.4000,86,0.7000,0,3.3000,11,7.2000,29,29.3000,46,415.0000,1016,84.2000,154,322.1000,850,8.7000,12
Chautauqua,117,1994,143041,660.8000,34,56.6000,4,0.1000,0,3.0000,0,9.8000,0,43.7000,4,604.1000,30,119.4000,13,465.5000,16,19.3000,1
Chemung,81,1994,94132,747.3000,1,49.7000,0,0.6000,0,7.6000,0,8.0000,0,33.5000,0,697.6000,1,112.8000,1,573.1000,0,11.7000,0
Chenango,99,1994,52479,465.1000,51,67.2000,9,0.0000,0,1.0000,0,4.8000,3,61.4000,6,397.9000,42,110.8000,13,276.5000,28,10.6000,1
Clinton,81,1994,86444,402.1000,23,46.6000,1,0.2000,0,2.9000,0,1.0000,0,42.5000,1,355.4000,22,85.2000,8,263.8000,14,6.5000,0
Columbia,108,1994,63549,478.7000,134,68.3000,31,0.6000,0,3.7000,1,4.5000,1,59.5000,29,410.4000,103,127.2000,17,268.8000,82,14.4000,4
Cortland,63,1994,49502,741.4000,1060,36.0000,42,0.4000,0,3.3000,5,6.2000,12,26.2000,25,705.4000,1018,112.7000,146,573.1000,850,19.6000,22
Delaware,99,1994,48526,439.2000,14,28.2000,0,0.0000,0,3.0000,0,1.5000,0,23.7000,0,411.0000,14,125.4000,0,274.9000,14,10.8000,0
Dutchess,162,1994,264860,514.5000,415,60.4000,105,0.7000,1,3.1000,4,15.4000,20,41.3000,80,454.0000,310,98.8000,89,336.4000,206,18.8000,15
Erie,270,1994,977079,951.6000,14,161.2000,1,1.8000,0,6.2000,0,67.0000,0,86.3000,1,790.4000,13,193.7000,3,480.3000,9,116.4000,1
Essex,54,1994,38243,348.3000,740,42.8000,91,1.9000,4,4.2000,9,1.9000,4,34.8000,74,305.5000,649,113.9000,242,183.1000,389,8.5000,18
Franklin,45,1994,49712,432.0000,1193,84.0000,232,0.4000,1,3.6000,10,3.3000,9,76.8000,212,348.0000,961,88.0000,243,248.4000,686,11.6000,32
Fulton,45,1994,55232,692.5000,2125,39.8000,122,0.0000,0,3.9000,12,6.2000,19,29.7000,91,652.8000,2003,205.6000,631,416.2000,1277,31.0000,95
Genesee,63,1994,61282,496.4000,814,30.0000,19,0.0000,0,5.3000,3,5.0000,11,19.7000,5,466.4000,795,86.1000,86,366.6000,705,13.8000,4
Greene,72,1994,47000,503.6000,29,103.8000,5,0.8000,0,3.4000,0,4.6000,0,95.0000,5,399.8000,24,124.5000,7,264.3000,16,11.1000,1
Hamilton,36,1994,5279,378.5000,111,17.0000,5,0.0000,0,6.8000,2,0.0000,0,10.2000,3,361.4000,106,105.7000,31,228.5000,67,27.3000,8
Herkimer,108,1994,67038,384.2000,1431,43.8000,163,0.5000,2,4.3000,16,1.6000,6,37.3000,139,340.5000,1268,89.9000,335,235.7000,878,14.8000,55
Jefferson,135,1994,116932,434.3000,13,27.6000,1,0.5000,0,6.3000,0,4.2000,0,16.6000,1,406.7000,12,86.5000,3,312.3000,8,7.9000,1
Kings,9,1994,2361668,565.5000,148398,183.7000,48212,2.1000,546,3.8000,1007,97.2000,25504,80.6000,21155,381.8000,100186,100.7000,26428,175.0000,45928,106.1000,27830
Lewis,36,1994,27319,172.6000,262,15.8000,24,0.0000,0,2.0000,3,0.0000,0,13.8000,21,156.8000,238,83.0000,126,68.5000,104,5.3000,8
Livingston,99,1994,64015,435.0000,54,33.5000,0,0.0000,0,3.1000,0,2.5000,0,27.8000,0,401.5000,54,62.7000,9,328.7000,43,10.1000,2
Madison,99,1994,70488,399.1000,91,12.3000,0,0.3000,0,3.6000,0,1.8000,0,6.6000,0,386.9000,91,86.1000,19,290.9000,71,10.0000,1
Monroe,153,1994,734382,930.5000,1151,79.6000,23,1.7000,0,4.7000,1,46.3000,20,26.9000,2,851.0000,1128,171.4000,118,604.8000,944,74.8000,66
Montgomery,72,1994,51752,362.1000,483,24.3000,26,0.3000,0,1.0000,1,5.6000,15,17.4000,10,337.7000,457,89.0000,128,236.9000,315,11.8000,14
Nassau,234,1994,1308489,475.4000,1,43.1000,0,0.3000,0,1.6000,0,20.5000,0,20.7000,0,432.3000,1,71.9000,0,271.9000,1,88.5000,0
"New York",9,1994,1503909,904.1000,151083,190.9000,31895,1.9000,320,3.2000,531,104.3000,17422,81.5000,13622,713.3000,119188,119.9000,20031,515.6000,86154,77.8000,13003
Niagara,99,1994,223400,754.6000,9366,69.3000,860,0.6000,7,4.4000,55,22.5000,279,41.8000,519,685.4000,8506,161.5000,2005,464.3000,5763,59.5000,738
Oneida,180,1994,250964,566.3000,32,41.0000,8,1.1000,0,5.8000,0,11.9000,0,22.1000,8,525.4000,24,120.1000,3,385.9000,20,19.4000,1
Onondaga,207,1994,472692,749.7000,270,60.3000,11,0.7000,0,4.4000,3,26.3000,2,28.9000,6,689.4000,259,169.7000,44,477.1000,205,42.6000,10
Ontario,63,1994,98509,444.0000,349,18.6000,10,0.2000,0,2.7000,2,4.0000,3,11.7000,5,425.4000,339,72.4000,38,344.3000,295,8.8000,6
Orange,324,1994,320744,559.5000,154,75.5000,3,0.6000,0,3.6000,2,20.0000,1,51.2000,0,484.0000,151,97.2000,34,365.0000,110,21.8000,7
Orleans,63,1994,44345,401.8000,203,26.8000,18,0.4000,0,2.0000,1,5.7000,2,18.7000,15,375.1000,185,85.6000,41,278.0000,141,11.4000,3
Oswego,99,1994,124319,490.4000,17,10.9000,0,0.0000,0,2.8000,0,2.2000,0,5.9000,0,479.5000,17,107.1000,2,360.8000,15,11.6000,0
Otsego,72,1994,61916,361.4000,57,25.3000,4,0.3000,0,1.7000,0,2.9000,0,20.4000,4,336.1000,53,95.1000,3,234.0000,48,7.0000,2
Putnam,81,1994,88964,281.4000,439,12.9000,18,0.2000,0,1.8000,0,1.0000,0,9.9000,18,268.5000,421,73.2000,81,185.1000,330,10.1000,10
Queens,9,1994,2047884,567.1000,129050,111.7000,25412,1.2000,268,2.3000,521,63.3000,14394,45.0000,10229,455.5000,103638,98.0000,22302,201.6000,45875,155.8000,35461
Rensselaer,117,1994,155520,625.6000,5405,55.9000,483,0.7000,6,5.0000,43,15.3000,132,35.0000,302,569.7000,4922,147.3000,1273,391.1000,3379,31.3000,270
Richmond,9,1994,406208,398.1000,17966,70.7000,3189,0.8000,34,1.4000,62,28.1000,1270,40.4000,1823,327.4000,14777,71.7000,3235,155.6000,7023,100.1000,4519
Rockland,135,1994,274855,483.2000,2260,43.2000,167,0.5000,0,1.8000,7,12.2000,24,28.7000,136,440.0000,2093,77.9000,279,337.2000,1653,24.9000,161
Saratoga,108,1994,191966,389.5000,188,42.8000,7,0.5000,0,2.3000,1,2.1000,0,38.0000,6,346.7000,181,77.4000,41,259.5000,128,9.8000,12
Schenectady,90,1994,150713,813.7000,6813,93.5000,783,0.0000,0,4.2000,35,35.2000,295,54.1000,453,720.2000,6030,199.5000,1670,485.5000,4065,35.2000,295
Schoharie,54,1994,32356,300.4000,131,26.1000,29,0.0000,0,2.2000,1,1.7000,1,22.3000,27,274.3000,102,84.6000,11,184.1000,88,5.6000,3
Schuyler,45,1994,18973,320.7000,338,34.2000,36,0.9000,1,5.7000,6,2.8000,3,24.7000,26,286.5000,302,66.4000,70,201.1000,212,19.0000,20
Seneca,72,1994,32702,433.2000,787,25.9000,47,0.0000,0,3.3000,6,1.1000,2,21.5000,39,407.3000,740,108.4000,197,287.3000,522,11.6000,21
Steuben,126,1994,100634,590.8000,61,39.5000,16,0.0000,0,3.4000,0,2.5000,1,33.6000,15,551.3000,45,110.0000,8,431.1000,35,10.2000,2
Suffolk,261,1994,1354011,687.6000,326,41.9000,20,0.6000,0,0.8000,2,17.8000,10,22.7000,8,645.6000,306,132.9000,51,434.9000,220,77.9000,35
Sullivan,81,1994,72152,777.1000,3115,95.0000,381,1.2000,5,6.2000,25,10.5000,42,77.1000,309,682.1000,2734,288.9000,1158,366.2000,1468,26.9000,108
Tioga,54,1994,53259,344.7000,1020,46.3000,137,1.7000,5,3.0000,9,2.4000,7,39.2000,116,298.4000,883,61.8000,183,228.5000,676,8.1000,24
Tompkins,108,1994,96409,834.2000,72,25.0000,1,0.0000,0,2.8000,0,9.3000,1,12.9000,0,809.2000,71,153.1000,6,637.8000,65,18.3000,0
Ulster,189,1994,172252,525.6000,8,62.0000,0,0.7000,0,4.0000,0,6.3000,0,51.0000,0,463.7000,8,95.5000,0,346.5000,8,21.6000,0
Warren,45,1994,61923,682.8000,7,80.8000,0,0.3000,0,6.1000,0,2.9000,0,71.5000,0,602.0000,7,103.5000,1,479.9000,6,18.6000,0
Washington,99,1994,60860,382.1000,43,58.3000,2,0.9000,0,0.9000,0,1.2000,0,55.3000,2,323.9000,41,80.4000,9,231.0000,31,12.4000,1
Wayne,99,1994,92203,527.5000,39,39.6000,14,0.2000,0,3.7000,0,6.1000,4,29.7000,10,487.9000,25,107.4000,3,364.1000,22,16.4000,0
Westchester,414,1994,893531,627.8000,87,73.2000,10,0.6000,0,2.6000,1,36.9000,0,33.1000,9,554.7000,77,101.5000,21,357.5000,48,95.7000,8
Wyoming,81,1994,43521,435.1000,69,70.7000,9,0.0000,0,2.1000,0,0.8000,0,67.8000,9,364.4000,60,112.9000,12,239.1000,48,12.4000,0
Yates,45,1994,23922,457.5000,608,39.1000,52,0.0000,0,3.8000,5,0.8000,1,34.6000,46,418.4000,556,85.8000,114,323.6000,430,9.0000,12
Albany,171,1995,299725,986.4000,8329,95.8000,1227,0.5000,7,4.6000,61,38.6000,548,52.1000,611,890.6000,7102,190.6000,2038,647.0000,4460,53.0000,604
Allegany,90,1995,51251,438.0000,198,56.2000,28,0.7000,0,6.3000,5,0.4000,1,48.8000,22,381.8000,170,123.3000,41,250.4000,122,8.1000,7
Bronx,9,1995,1262064,523.4000,73397,175.9000,24660,2.2000,302,4.0000,556,82.6000,11585,87.1000,12217,347.6000,48737,99.8000,13996,168.6000,23648,79.1000,11093
Broome,117,1995,207478,608.2000,2846,36.4000,169,0.3000,2,4.0000,15,10.2000,79,21.9000,73,571.7000,2677,103.9000,352,459.8000,2316,8.0000,9
Cattaraugus,108,1995,85040,566.6000,84,59.1000,14,0.4000,0,3.4000,0,5.7000,1,49.5000,13,507.6000,70,133.6000,15,354.8000,55,19.3000,0
Cayuga,72,1995,82964,533.1000,1343,50.6000,71,0.2000,0,3.3000,8,6.5000,26,40.6000,37,482.5000,1272,99.8000,174,373.6000,1082,9.1000,16
Chautauqua,126,1995,142542,685.1000,24,50.4000,4,0.4000,0,2.9000,0,10.4000,0,36.7000,4,634.7000,20,146.2000,7,467.1000,11,21.3000,2
Chemung,81,1995,93675,681.2000,7,41.7000,0,0.2000,0,1.2000,0,7.5000,0,32.9000,0,639.5000,7,100.3000,0,527.8000,7,11.3000,0
Chenango,108,1995,52127,485.2000,55,58.4000,9,0.3000,0,3.1000,2,2.1000,0,52.8000,7,426.8000,46,126.0000,11,290.1000,35,10.7000,0
Clinton,81,1995,82914,406.6000,8,63.0000,0,1.3000,0,2.2000,0,1.7000,0,57.7000,0,343.7000,8,69.7000,1,267.9000,7,6.1000,0
Columbia,108,1995,63790,495.5000,160,90.9000,38,0.3000,0,2.3000,1,10.4000,1,77.9000,36,404.6000,122,113.7000,23,276.8000,94,14.1000,5
Cortland,63,1995,49123,769.9000,1065,32.2000,44,0.0000,0,2.6000,3,4.4000,7,25.3000,34,737.6000,1021,107.0000,146,613.4000,855,17.2000,20
Delaware,90,1995,48638,426.7000,12,34.0000,0,0.0000,0,0.7000,0,1.5000,0,31.8000,0,392.7000,12,134.3000,0,245.4000,12,13.0000,0
Dutchess,162,1995,266538,519.1000,494,74.5000,173,0.9000,1,3.5000,4,19.2000,28,50.9000,140,444.6000,321,91.1000,105,331.9000,200,21.7000,16
Erie,270,1995,973927,922.2000,10,151.2000,2,1.2000,0,6.0000,0,59.3000,0,84.7000,2,771.0000,8,190.0000,3,473.6000,5,107.4000,0
