county,agencies,year,population,crimesperperson,index_total,violentperperson,violent_total,murderperperson,murder,rapeperperson,rape,robberyperperson,robbery,aggravated_assaultperperson,aggravated_assault,propertyperperson,property_total,burglaryperperson,burglary,larcenyperperson,larceny,vehicletheftperperson,motor_vehicle_theft
Saratoga,11,2005,212975,0.0270,113,0.0025,2,0.0000,0,0.0003,1,0.0002,0,0.0020,1,0.0244,111,0.0042,13,0.0192,94,0.0010,4
Schenectady,10,2005,150200,0.0768,5764,0.0094,708,0.0001,8,0.0006,48,0.0037,279,0.0050,373,0.0673,5056,0.0132,995,0.0492,3694,0.0049,367
Schoharie,8,2005,32534,0.0306,159,0.0020,4,0.0000,0,0.0006,1,0.0001,0,0.0014,3,0.0286,155,0.0048,18,0.0231,132,0.0007,5
Schuyler,5,2005,18880,0.0361,341,0.0032,30,0.0000,0,0.0004,4,0.0000,0,0.0028,26,0.0329,311,0.0064,60,0.0260,245,0.0006,6
Seneca,10,2005,35177,0.0334,587,0.0021,37,0.0000,0,0.0005,9,0.0001,2,0.0015,26,0.0313,550,0.0060,105,0.0244,430,0.0009,15
Steuben,14,2005,98868,0.0436,18,0.0041,3,0.0000,0,0.0010,0,0.0003,0,0.0028,3,0.0395,15,0.0078,6,0.0306,9,0.0011,0
Suffolk,27,2005,1477687,0.0434,190,0.0042,13,0.0000,0,0.0001,1,0.0016,8,0.0025,4,0.0392,177,0.0058,24,0.0302,146,0.0032,7
Sullivan,9,2005,76780,0.0579,2221,0.0068,260,0.0000,0,0.0006,22,0.0012,46,0.0050,192,0.0511,1961,0.0147,565,0.0343,1317,0.0021,79
Tioga,6,2005,51611,0.0199,513,0.0011,29,0.0000,1,0.0002,4,0.0000,1,0.0009,23,0.0188,484,0.0045,117,0.0133,344,0.0009,23
Tompkins,12,2005,99433,0.0566,64,0.0030,1,0.0000,0,0.0004,0,0.0008,0,0.0017,1,0.0536,63,0.0088,9,0.0432,54,0.0016,0
Ulster,21,2005,182438,0.0445,8,0.0061,2,0.0000,0,0.0007,0,0.0012,0,0.0042,2,0.0384,6,0.0062,0,0.0304,6,0.0018,0
Warren,5,2005,65206,0.0480,17,0.0027,2,0.0001,0,0.0003,0,0.0004,0,0.0019,2,0.0453,15,0.0075,4,0.0370,11,0.0008,0
Washington,10,2005,62468,0.0291,47,0.0031,1,0.0000,0,0.0006,0,0.0002,1,0.0023,0,0.0260,46,0.0057,4,0.0190,37,0.0012,5
Wayne,13,2005,93727,0.0473,92,0.0036,6,0.0000,0,0.0007,0,0.0004,1,0.0026,5,0.0437,86,0.0097,15,0.0322,69,0.0018,2
Westchester,49,2005,933401,0.0372,76,0.0057,3,0.0000,0,0.0002,0,0.0027,2,0.0027,1,0.0315,73,0.0045,5,0.0243,66,0.0027,2
Wyoming,8,2005,42780,0.0329,53,0.0039,6,0.0000,0,0.0003,0,0.0000,0,0.0035,6,0.0290,47,0.0053,4,0.0225,42,0.0012,1
Yates,5,2005,25129,0.0240,302,0.0015,19,0.0000,0,0.0002,3,0.0002,2,0.0011,14,0.0225,283,0.0062,78,0.0162,203,0.0002,2
Albany,18,2006,303997,0.0785,6059,0.0102,1228,0.0000,5,0.0005,51,0.0030,389,0.0067,783,0.0684,4831,0.0115,1062,0.0540,3528,0.0029,241
Allegany,15,2006,49359,0.0340,57,0.0048,8,0.0001,0,0.0005,1,0.0001,0,0.0041,7,0.0292,49,0.0060,9,0.0225,38,0.0006,2
Bronx,1,2006,1348164,0.0272,36655,0.0088,11922,0.0001,155,0.0002,247,0.0036,4882,0.0049,6638,0.0183,24733,0.0028,3776,0.0130,17526,0.0025,3431
Broome,12,2006,200905,0.0660,2559,0.0050,206,0.0001,2,0.0006,9,0.0012,63,0.0032,132,0.0609,2353,0.0087,288,0.0510,2016,0.0013,49
Cattaraugus,12,2006,81342,0.0551,19,0.0041,2,0.0000,0,0.0005,0,0.0004,0,0.0031,2,0.0510,17,0.0108,0,0.0389,17,0.0012,0
Cayuga,9,2006,80892,0.0485,1153,0.0044,104,0.0000,0,0.0003,6,0.0006,22,0.0034,76,0.0441,1049,0.0087,179,0.0343,844,0.0011,26
Chautauqua,14,2006,135640,0.0538,13,0.0049,2,0.0000,0,0.0007,0,0.0009,0,0.0033,2,0.0490,11,0.0112,3,0.0362,8,0.0015,0
Chemung,9,2006,88732,0.0582,0,0.0044,0,0.0000,0,0.0005,0,0.0013,0,0.0026,0,0.0538,0,0.0095,0,0.0429,0,0.0014,0
Chenango,11,2006,51391,0.0431,12,0.0037,0,0.0000,0,0.0005,0,0.0001,0,0.0031,0,0.0394,12,0.0095,3,0.0293,9,0.0006,0
Clinton,7,2006,82547,0.0437,4,0.0031,0,0.0000,0,0.0006,0,0.0001,0,0.0023,0,0.0406,4,0.0112,0,0.0286,4,0.0008,0
Columbia,12,2006,63427,0.0417,83,0.0039,16,0.0001,0,0.0005,1,0.0006,2,0.0027,13,0.0378,67,0.0089,18,0.0281,47,0.0009,2
Cortland,8,2006,49449,0.0473,470,0.0045,77,0.0000,0,0.0011,18,0.0004,8,0.0031,51,0.0428,393,0.0078,86,0.0339,290,0.0011,17
Delaware,11,2006,48271,0.0334,2,0.0032,0,0.0000,0,0.0002,0,0.0000,0,0.0029,0,0.0301,2,0.0083,2,0.0209,0,0.0009,0
Dutchess,19,2006,294712,0.0405,0,0.0058,0,0.0001,0,0.0003,0,0.0018,0,0.0037,0,0.0347,0,0.0061,0,0.0270,0,0.0016,0
Erie,28,2006,925564,0.0704,33,0.0108,3,0.0002,0,0.0006,0,0.0043,0,0.0058,3,0.0596,30,0.0145,5,0.0395,21,0.0056,4
Essex,6,2006,39490,0.0280,552,0.0028,55,0.0000,0,0.0002,3,0.0001,2,0.0025,50,0.0252,497,0.0074,147,0.0170,336,0.0007,14
Franklin,7,2006,51511,0.0375,965,0.0061,157,0.0000,1,0.0007,18,0.0001,2,0.0053,136,0.0314,808,0.0115,296,0.0187,482,0.0012,30
Fulton,7,2006,55328,0.0548,1517,0.0036,100,0.0000,0,0.0004,12,0.0003,7,0.0029,81,0.0512,1417,0.0095,264,0.0388,1072,0.0029,81
Genesee,8,2006,59919,0.0585,692,0.0035,37,0.0000,1,0.0006,5,0.0005,8,0.0024,23,0.0550,655,0.0082,88,0.0456,560,0.0012,7
Greene,12,2006,49513,0.0391,3,0.0074,1,0.0002,0,0.0003,0,0.0002,0,0.0067,1,0.0317,2,0.0088,1,0.0217,1,0.0013,0
Hamilton,5,2006,4987,0.0297,74,0.0024,6,0.0000,0,0.0008,2,0.0000,0,0.0016,4,0.0273,68,0.0068,17,0.0205,51,0.0000,0
Herkimer,13,2006,64029,0.0421,1348,0.0068,218,0.0000,1,0.0007,21,0.0003,11,0.0058,185,0.0353,1130,0.0076,244,0.0268,859,0.0008,27
Jefferson,17,2006,113650,0.0544,0,0.0053,0,0.0000,0,0.0006,0,0.0009,0,0.0037,0,0.0492,0,0.0106,0,0.0359,0,0.0027,0
Kings,1,2006,2436132,0.0252,61368,0.0074,17992,0.0001,225,0.0001,307,0.0034,8182,0.0038,9278,0.0178,43376,0.0030,7415,0.0126,30785,0.0021,5176
Lewis,5,2006,27001,0.0258,348,0.0019,26,0.0000,0,0.0005,7,0.0000,0,0.0014,19,0.0239,322,0.0121,163,0.0107,145,0.0010,14
Livingston,11,2006,65357,0.0601,57,0.0028,6,0.0000,0,0.0009,0,0.0001,0,0.0018,6,0.0573,51,0.0060,5,0.0505,45,0.0008,1
Madison,12,2006,72042,0.0340,97,0.0018,6,0.0000,0,0.0005,1,0.0001,0,0.0012,5,0.0322,91,0.0083,20,0.0232,69,0.0007,2
Monroe,16,2006,738329,0.0750,1085,0.0089,33,0.0001,0,0.0004,3,0.0042,11,0.0041,19,0.0661,1052,0.0116,140,0.0463,862,0.0082,50
Montgomery,9,2006,49724,0.0328,252,0.0053,89,0.0000,0,0.0002,0,0.0002,2,0.0049,87,0.0275,163,0.0046,36,0.0222,126,0.0006,1
Nassau,25,2006,1324905,0.0320,2,0.0039,1,0.0000,0,0.0001,0,0.0019,0,0.0018,1,0.0282,1,0.0042,0,0.0215,1,0.0024,0
"New York",1,2006,1578171,0.0356,56255,0.0068,10662,0.0001,111,0.0001,222,0.0032,5083,0.0033,5246,0.0289,45593,0.0029,4631,0.0249,39225,0.0011,1737
Niagara,13,2006,216148,0.0659,7120,0.0083,900,0.0000,5,0.0006,68,0.0025,273,0.0051,554,0.0576,6220,0.0148,1598,0.0392,4239,0.0035,383
Oneida,19,2006,234229,0.0544,11,0.0057,3,0.0001,0,0.0003,0,0.0014,0,0.0039,3,0.0487,8,0.0119,1,0.0346,6,0.0022,1
Onondaga,23,2006,460925,0.0616,234,0.0082,8,0.0001,0,0.0004,0,0.0029,1,0.0048,7,0.0535,226,0.0126,26,0.0368,191,0.0040,9
Ontario,11,2006,104644,0.0361,170,0.0025,13,0.0000,0,0.0005,1,0.0004,3,0.0015,9,0.0336,157,0.0074,26,0.0246,122,0.0016,9
Orange,37,2006,366908,0.0455,169,0.0053,11,0.0000,0,0.0003,0,0.0019,0,0.0031,11,0.0402,158,0.0066,38,0.0319,111,0.0017,9
Orleans,8,2006,43420,0.0433,403,0.0041,30,0.0000,0,0.0003,2,0.0006,7,0.0032,21,0.0392,373,0.0094,50,0.0286,315,0.0012,8
Oswego,11,2006,122354,0.0447,20,0.0026,1,0.0000,0,0.0005,0,0.0003,0,0.0017,1,0.0421,19,0.0093,2,0.0319,17,0.0009,0
Otsego,7,2006,63032,0.0378,41,0.0046,3,0.0001,0,0.0010,0,0.0005,1,0.0031,2,0.0332,38,0.0078,3,0.0247,35,0.0007,0
Putnam,9,2006,99357,0.0194,0,0.0019,0,0.0000,0,0.0001,0,0.0005,0,0.0013,0,0.0175,0,0.0039,0,0.0130,0,0.0006,0
Queens,1,2006,2173862,0.0203,44108,0.0046,10102,0.0000,85,0.0001,257,0.0023,4918,0.0022,4842,0.0156,34006,0.0026,5640,0.0108,23402,0.0023,4964
Rensselaer,13,2006,157312,0.0597,4695,0.0071,559,0.0000,2,0.0006,44,0.0017,137,0.0048,376,0.0526,4136,0.0129,1017,0.0367,2883,0.0030,236
Richmond,1,2006,457577,0.0156,7136,0.0031,1408,0.0000,20,0.0001,38,0.0010,446,0.0020,904,0.0125,5728,0.0015,675,0.0097,4425,0.0014,628
Rockland,16,2006,299390,0.0317,1670,0.0034,66,0.0000,1,0.0002,5,0.0011,15,0.0021,45,0.0283,1604,0.0036,104,0.0235,1437,0.0012,63
Saratoga,11,2006,214627,0.0306,129,0.0023,2,0.0000,0,0.0003,1,0.0002,0,0.0017,1,0.0284,127,0.0056,18,0.0219,107,0.0009,2
Schenectady,10,2006,151768,0.0815,6185,0.0105,799,0.0001,7,0.0008,58,0.0045,344,0.0051,390,0.0710,5386,0.0186,1415,0.0471,3576,0.0052,395
Schoharie,8,2006,32661,0.0293,173,0.0017,10,0.0001,1,0.0003,0,0.0001,1,0.0012,8,0.0276,163,0.0048,16,0.0220,142,0.0008,5
Schuyler,5,2006,18752,0.0227,213,0.0013,12,0.0000,0,0.0002,2,0.0001,1,0.0010,9,0.0214,201,0.0044,41,0.0162,152,0.0009,8
Seneca,10,2006,35223,0.0335,0,0.0026,0,0.0000,0,0.0002,0,0.0002,0,0.0022,0,0.0309,0,0.0046,0,0.0254,0,0.0009,0
Steuben,14,2006,98473,0.0359,34,0.0053,7,0.0000,0,0.0018,0,0.0003,0,0.0031,7,0.0307,27,0.0060,7,0.0241,19,0.0006,1
Suffolk,27,2006,1475626,0.0442,241,0.0042,10,0.0001,0,0.0001,0,0.0015,5,0.0025,5,0.0400,231,0.0057,60,0.0309,159,0.0034,12
Sullivan,9,2006,77231,0.0519,2004,0.0075,291,0.0001,2,0.0007,28,0.0012,47,0.0055,214,0.0444,1713,0.0127,489,0.0293,1131,0.0024,93
Tioga,6,2006,51536,0.0228,587,0.0014,37,0.0000,0,0.0003,7,0.0000,1,0.0011,29,0.0213,550,0.0054,139,0.0151,389,0.0009,22
Tompkins,12,2006,99651,0.0546,45,0.0030,0,0.0000,0,0.0005,0,0.0006,0,0.0017,0,0.0516,45,0.0066,0,0.0436,45,0.0015,0
Ulster,21,2006,182845,0.0429,2,0.0056,1,0.0001,0,0.0005,0,0.0008,1,0.0042,0,0.0373,1,0.0076,1,0.0280,0,0.0017,0
Warren,5,2006,65554,0.0554,9,0.0034,1,0.0000,0,0.0007,0,0.0004,0,0.0023,1,0.0520,8,0.0093,2,0.0417,6,0.0011,0
Washington,10,2006,62771,0.0342,45,0.0031,2,0.0001,0,0.0005,0,0.0000,0,0.0025,2,0.0311,43,0.0090,12,0.0210,30,0.0012,1
Wayne,13,2006,93595,0.0484,99,0.0035,5,0.0000,0,0.0006,0,0.0006,0,0.0023,5,0.0449,94,0.0111,22,0.0320,71,0.0018,1
Westchester,49,2006,931426,0.0380,42,0.0059,1,0.0000,0,0.0002,0,0.0029,0,0.0028,1,0.0320,41,0.0047,11,0.0250,30,0.0023,0
Wyoming,8,2006,42673,0.0353,75,0.0047,11,0.0000,0,0.0006,3,0.0001,0,0.0039,8,0.0306,64,0.0074,5,0.0219,57,0.0013,2
Yates,5,2006,25025,0.0298,373,0.0018,23,0.0000,0,0.0003,4,0.0002,3,0.0013,16,0.0280,350,0.0056,70,0.0217,271,0.0007,9
Albany,16,2007,303858,0.0697,5378,0.0097,1132,0.0000,3,0.0005,45,0.0029,376,0.0063,708,0.0600,4246,0.0104,963,0.0468,2997,0.0028,286
Allegany,15,2007,49079,0.0289,51,0.0035,4,0.0000,0,0.0004,0,0.0001,0,0.0030,4,0.0254,47,0.0079,9,0.0168,38,0.0007,0
Bronx,1,2007,1354056,0.0266,36053,0.0086,11689,0.0001,130,0.0001,181,0.0034,4613,0.0050,6765,0.0180,24364,0.0028,3756,0.0130,17617,0.0022,2991
Broome,12,2007,200877,0.0600,2314,0.0046,214,0.0000,3,0.0006,19,0.0011,67,0.0028,125,0.0554,2100,0.0075,254,0.0467,1809,0.0012,37
Cattaraugus,12,2007,81056,0.0522,42,0.0037,6,0.0000,0,0.0003,1,0.0006,0,0.0027,5,0.0485,36,0.0109,7,0.0361,29,0.0015,0
Cayuga,9,2007,80629,0.0458,1123,0.0043,103,0.0000,0,0.0005,11,0.0005,17,0.0032,75,0.0415,1020,0.0073,164,0.0332,824,0.0010,32
Chautauqua,14,2007,135481,0.0562,11,0.0050,3,0.0000,0,0.0007,0,0.0007,0,0.0036,3,0.0511,8,0.0121,4,0.0375,4,0.0016,0
Chemung,8,2007,88634,0.0588,2,0.0051,0,0.0001,0,0.0003,0,0.0008,0,0.0038,0,0.0537,2,0.0092,0,0.0430,2,0.0016,0
Chenango,11,2007,51463,0.0377,3,0.0018,0,0.0001,0,0.0007,0,0.0000,0,0.0010,0,0.0359,3,0.0082,0,0.0267,3,0.0009,0
Clinton,7,2007,82556,0.0488,2,0.0054,0,0.0000,0,0.0005,0,0.0002,0,0.0046,0,0.0435,2,0.0100,0,0.0324,2,0.0011,0
Columbia,12,2007,63430,0.0429,94,0.0047,8,0.0000,0,0.0003,0,0.0005,1,0.0038,7,0.0382,86,0.0092,28,0.0279,52,0.0012,6
Cortland,8,2007,49624,0.0518,461,0.0047,78,0.0000,0,0.0006,8,0.0003,6,0.0038,64,0.0471,383,0.0093,96,0.0364,271,0.0014,16
Delaware,11,2007,48450,0.0350,1,0.0038,0,0.0000,0,0.0005,0,0.0001,0,0.0031,0,0.0312,1,0.0117,1,0.0187,0,0.0008,0
Dutchess,19,2007,295319,0.0435,0,0.0061,0,0.0001,0,0.0003,0,0.0017,0,0.0040,0,0.0374,0,0.0062,0,0.0295,0,0.0018,0
Erie,27,2007,921887,0.0721,31,0.0099,2,0.0001,0,0.0006,0,0.0040,0,0.0052,2,0.0623,29,0.0141,3,0.0422,26,0.0060,0
Essex,6,2007,39373,0.0274,540,0.0041,80,0.0000,0,0.0006,11,0.0001,1,0.0035,68,0.0234,460,0.0062,122,0.0161,317,0.0011,21
Franklin,7,2007,51782,0.0385,997,0.0056,145,0.0000,1,0.0006,16,0.0002,4,0.0048,124,0.0329,852,0.0111,288,0.0205,531,0.0013,33
Fulton,7,2007,55489,0.0582,1615,0.0048,132,0.0000,1,0.0008,21,0.0002,6,0.0037,104,0.0535,1483,0.0117,324,0.0400,1109,0.0018,50
Genesee,7,2007,59930,0.0481,512,0.0029,23,0.0000,0,0.0003,4,0.0004,5,0.0022,14,0.0452,489,0.0083,76,0.0354,400,0.0015,13
Greene,12,2007,49537,0.0460,2,0.0071,0,0.0000,0,0.0007,0,0.0002,0,0.0061,0,0.0389,2,0.0098,0,0.0277,2,0.0014,0
Hamilton,5,2007,4969,0.0217,54,0.0008,2,0.0000,0,0.0000,0,0.0000,0,0.0008,2,0.0209,52,0.0060,15,0.0149,37,0.0000,0
Herkimer,13,2007,64343,0.0370,1191,0.0055,177,0.0000,1,0.0003,10,0.0003,9,0.0049,157,0.0315,1014,0.0081,261,0.0229,737,0.0005,16
Jefferson,17,2007,115059,0.0441,0,0.0050,0,0.0001,0,0.0009,0,0.0005,0,0.0036,0,0.0391,0,0.0068,0,0.0306,0,0.0017,0
Kings,1,2007,2441324,0.0243,59321,0.0072,17526,0.0001,213,0.0001,252,0.0031,7629,0.0039,9432,0.0171,41795,0.0028,6917,0.0125,30586,0.0018,4292
Lewis,5,2007,27086,0.0302,409,0.0048,65,0.0000,0,0.0029,39,0.0000,0,0.0019,26,0.0254,344,0.0083,113,0.0162,219,0.0009,12
Livingston,11,2007,65460,0.0477,51,0.0019,1,0.0000,0,0.0004,0,0.0001,0,0.0013,1,0.0458,50,0.0057,9,0.0393,39,0.0008,2
Madison,11,2007,72709,0.0394,94,0.0020,8,0.0001,0,0.0003,0,0.0002,3,0.0014,5,0.0374,86,0.0087,25,0.0278,57,0.0009,4
Monroe,16,2007,739249,0.0684,999,0.0080,28,0.0001,0,0.0005,5,0.0033,11,0.0041,12,0.0604,971,0.0114,133,0.0433,802,0.0057,36
Montgomery,9,2007,49798,0.0291,217,0.0047,80,0.0000,0,0.0002,0,0.0002,0,0.0043,80,0.0243,137,0.0051,53,0.0183,83,0.0009,1
Nassau,25,2007,1322048,0.0303,0,0.0035,0,0.0000,0,0.0001,0,0.0016,0,0.0018,0,0.0267,0,0.0036,0,0.0207,0,0.0024,0
"New York",1,2007,1581402,0.0348,55098,0.0064,10055,0.0000,69,0.0001,202,0.0030,4676,0.0032,5108,0.0285,45043,0.0024,3794,0.0251,39743,0.0010,1506
Niagara,12,2007,215791,0.0645,6955,0.0071,763,0.0000,4,0.0006,70,0.0019,203,0.0045,486,0.0574,6192,0.0134,1448,0.0405,4374,0.0034,370
Oneida,19,2007,234488,0.0590,14,0.0060,1,0.0001,0,0.0003,0,0.0015,0,0.0041,1,0.0530,13,0.0126,5,0.0381,8,0.0023,0
Onondaga,23,2007,461287,0.0575,173,0.0079,9,0.0001,0,0.0005,1,0.0023,1,0.0050,7,0.0496,164,0.0119,18,0.0344,142,0.0033,4
Ontario,11,2007,105216,0.0345,187,0.0019,18,0.0001,1,0.0003,3,0.0003,5,0.0012,9,0.0326,169,0.0074,44,0.0245,123,0.0007,2
Orange,37,2007,368464,0.0477,128,0.0057,11,0.0000,0,0.0004,0,0.0017,1,0.0034,10,0.0420,117,0.0071,30,0.0331,75,0.0019,12
Orleans,8,2007,43342,0.0503,432,0.0042,34,0.0000,0,0.0005,1,0.0005,7,0.0032,26,0.0461,398,0.0100,75,0.0342,310,0.0019,13
Oswego,11,2007,122213,0.0432,21,0.0026,1,0.0000,0,0.0003,0,0.0004,0,0.0018,1,0.0406,20,0.0089,4,0.0307,15,0.0010,1
Otsego,7,2007,62914,0.0377,31,0.0032,2,0.0000,0,0.0005,0,0.0002,0,0.0024,2,0.0345,29,0.0110,1,0.0228,28,0.0007,0
Putnam,9,2007,99454,0.0198,12,0.0014,3,0.0001,0,0.0002,0,0.0002,0,0.0010,3,0.0183,9,0.0030,1,0.0147,7,0.0007,1
Queens,1,2007,2177351,0.0196,42630,0.0045,9846,0.0000,72,0.0001,207,0.0020,4417,0.0024,5150,0.0151,32784,0.0026,5688,0.0106,23151,0.0018,3945
Rensselaer,13,2007,158243,0.0574,4539,0.0063,495,0.0000,3,0.0005,38,0.0019,153,0.0038,301,0.0511,4044,0.0119,938,0.0363,2873,0.0029,233
Richmond,1,2007,459642,0.0149,6839,0.0029,1337,0.0000,12,0.0001,33,0.0010,452,0.0018,840,0.0120,5502,0.0017,759,0.0092,4221,0.0011,522
Rockland,15,2007,301668,0.0297,1711,0.0036,85,0.0000,0,0.0002,8,0.0011,29,0.0024,48,0.0261,1626,0.0034,141,0.0215,1415,0.0012,70
Saratoga,11,2007,215798,0.0281,134,0.0019,7,0.0000,0,0.0003,1,0.0002,0,0.0014,6,0.0262,127,0.0047,15,0.0207,111,0.0008,1
Schenectady,10,2007,152275,0.0703,5355,0.0090,689,0.0001,5,0.0005,36,0.0038,288,0.0047,360,0.0613,4666,0.0135,1026,0.0431,3282,0.0047,358
Schoharie,8,2007,32894,0.0345,197,0.0020,13,0.0000,0,0.0002,1,0.0001,1,0.0017,11,0.0325,184,0.0092,16,0.0225,163,0.0007,5
Schuyler,5,2007,18707,0.0179,167,0.0020,19,0.0000,0,0.0002,2,0.0001,1,0.0017,16,0.0158,148,0.0033,31,0.0121,113,0.0004,4
Seneca,9,2007,35469,0.0319,0,0.0026,0,0.0000,0,0.0003,0,0.0001,0,0.0022,0,0.0293,0,0.0042,0,0.0247,0,0.0004,0
Steuben,14,2007,98541,0.0315,24,0.0032,1,0.0000,0,0.0007,0,0.0003,0,0.0022,1,0.0282,23,0.0053,7,0.0222,16,0.0006,0
Suffolk,26,2007,1475255,0.0425,180,0.0036,14,0.0000,0,0.0001,1,0.0013,8,0.0021,5,0.0389,166,0.0055,17,0.0304,141,0.0031,8
Sullivan,9,2007,77991,0.0530,2067,0.0069,268,0.0000,0,0.0005,20,0.0012,45,0.0052,203,0.0461,1799,0.0126,492,0.0309,1206,0.0026,101
Tioga,6,2007,51565,0.0207,533,0.0014,35,0.0000,0,0.0002,4,0.0001,2,0.0011,29,0.0193,498,0.0046,118,0.0138,355,0.0010,25
Tompkins,12,2007,99910,0.0491,51,0.0023,0,0.0000,0,0.0004,0,0.0006,0,0.0014,0,0.0468,51,0.0069,6,0.0388,45,0.0011,0
Ulster,21,2007,182818,0.0380,11,0.0050,4,0.0000,0,0.0004,0,0.0007,0,0.0038,4,0.0330,7,0.0069,3,0.0247,4,0.0014,0
Warren,5,2007,65740,0.0496,18,0.0033,2,0.0001,0,0.0005,0,0.0003,0,0.0024,2,0.0462,16,0.0066,7,0.0387,9,0.0010,0
Washington,10,2007,63054,0.0318,60,0.0041,1,0.0001,0,0.0008,0,0.0001,0,0.0031,1,0.0278,59,0.0051,6,0.0215,52,0.0012,1
Wayne,13,2007,93539,0.0381,71,0.0035,3,0.0000,0,0.0006,0,0.0003,0,0.0025,3,0.0347,68,0.0068,8,0.0268,57,0.0011,3
Westchester,49,2007,933414,0.0360,37,0.0053,3,0.0000,0,0.0002,1,0.0022,1,0.0028,1,0.0307,34,0.0050,3,0.0236,26,0.0021,5
Wyoming,8,2007,42515,0.0302,49,0.0025,7,0.0000,0,0.0005,1,0.0001,0,0.0019,6,0.0276,42,0.0058,9,0.0209,31,0.0009,2
Yates,5,2007,25234,0.0267,337,0.0010,13,0.0000,0,0.0002,2,0.0001,1,0.0008,10,0.0257,324,0.0055,69,0.0197,249,0.0005,6
Albany,16,2008,303739,0.0708,5490,0.0089,1061,0.0001,10,0.0005,48,0.0030,372,0.0054,631,0.0619,4429,0.0109,1034,0.0487,3170,0.0022,225
Allegany,15,2008,49177,0.0265,59,0.0037,1,0.0000,0,0.0004,0,0.0002,0,0.0031,1,0.0228,58,0.0071,10,0.0150,47,0.0007,1
Bronx,1,2008,1363488,0.0259,35284,0.0083,11345,0.0001,132,0.0001,191,0.0035,4793,0.0046,6229,0.0176,23939,0.0025,3408,0.0129,17608,0.0021,2923
Broome,12,2008,201029,0.0683,2665,0.0055,276,0.0000,1,0.0008,11,0.0013,84,0.0035,180,0.0628,2389,0.0096,342,0.0519,2000,0.0013,47
Cattaraugus,12,2008,80761,0.0478,26,0.0053,3,0.0000,0,0.0006,0,0.0005,0,0.0042,3,0.0425,23,0.0095,7,0.0317,16,0.0013,0
Cayuga,9,2008,80482,0.0460,1124,0.0037,103,0.0000,0,0.0003,11,0.0004,13,0.0029,79,0.0424,1021,0.0089,213,0.0329,791,0.0006,17
Chautauqua,14,2008,135229,0.0552,9,0.0047,2,0.0001,0,0.0006,0,0.0008,0,0.0033,2,0.0505,7,0.0124,2,0.0368,5,0.0013,0
Chemung,8,2008,88503,0.0528,1,0.0046,0,0.0001,0,0.0004,0,0.0008,0,0.0033,0,0.0482,1,0.0100,0,0.0374,1,0.0009,0
Chenango,11,2008,51326,0.0364,2,0.0016,0,0.0001,0,0.0007,0,0.0001,0,0.0007,0,0.0348,2,0.0071,1,0.0269,1,0.0007,0
Clinton,7,2008,82401,0.0441,5,0.0034,2,0.0000,0,0.0007,0,0.0001,0,0.0025,2,0.0407,3,0.0086,2,0.0312,1,0.0009,0
Columbia,12,2008,63253,0.0422,69,0.0043,14,0.0001,0,0.0002,0,0.0003,3,0.0038,11,0.0379,55,0.0087,12,0.0286,41,0.0007,2
Cortland,8,2008,49537,0.0447,402,0.0045,71,0.0000,0,0.0007,6,0.0003,7,0.0035,58,0.0401,331,0.0083,86,0.0306,238,0.0012,7
Delaware,11,2008,48363,0.0305,0,0.0031,0,0.0000,0,0.0002,0,0.0003,0,0.0026,0,0.0275,0,0.0089,0,0.0179,0,0.0006,0
Dutchess,19,2008,296267,0.0441,0,0.0060,0,0.0000,0,0.0003,0,0.0017,0,0.0040,0,0.0381,0,0.0067,0,0.0300,0,0.0014,0
Erie,27,2008,920571,0.0725,51,0.0103,3,0.0001,0,0.0005,0,0.0039,0,0.0058,3,0.0622,48,0.0135,4,0.0436,44,0.0051,0
Essex,6,2008,39435,0.0237,467,0.0026,51,0.0000,0,0.0003,6,0.0001,1,0.0022,44,0.0211,416,0.0053,104,0.0155,306,0.0003,6
Franklin,7,2008,51907,0.0386,1003,0.0037,95,0.0000,0,0.0008,21,0.0001,3,0.0027,71,0.0350,908,0.0094,245,0.0250,649,0.0005,14
Fulton,7,2008,55584,0.0535,1487,0.0036,99,0.0000,1,0.0004,12,0.0002,5,0.0029,81,0.0499,1388,0.0087,241,0.0396,1101,0.0017,46
Genesee,7,2008,59895,0.0483,506,0.0038,36,0.0001,0,0.0006,4,0.0005,7,0.0026,25,0.0445,470,0.0085,83,0.0346,378,0.0014,9
Greene,12,2008,49467,0.0573,0,0.0041,0,0.0000,0,0.0001,0,0.0002,0,0.0038,0,0.0532,0,0.0106,0,0.0410,0,0.0017,0
Hamilton,5,2008,4893,0.0168,41,0.0020,5,0.0000,0,0.0008,2,0.0000,0,0.0012,3,0.0147,36,0.0037,9,0.0110,27,0.0000,0
Herkimer,13,2008,64404,0.0399,1285,0.0062,201,0.0000,0,0.0004,14,0.0004,14,0.0054,173,0.0337,1084,0.0070,227,0.0260,837,0.0006,20
Jefferson,17,2008,115033,0.0482,8,0.0047,0,0.0000,0,0.0005,0,0.0005,0,0.0038,0,0.0435,8,0.0083,3,0.0337,4,0.0015,1
Kings,1,2008,2460361,0.0242,59547,0.0069,16895,0.0001,213,0.0001,250,0.0032,7867,0.0035,8565,0.0173,42652,0.0027,6758,0.0130,32022,0.0016,3872
Lewis,5,2008,26878,0.0286,384,0.0026,35,0.0000,0,0.0004,5,0.0001,1,0.0022,29,0.0260,349,0.0094,126,0.0158,212,0.0008,11
